ID,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17,ID18,ID19,ID20
158R, 0.927460916,-0.714095274,-2.319327535,-0.124578251,-0.54836045,-1.1320360791,-1.28444560, 0.85970415,-1.14748747, 0.336378993, 0.647045422, 0.004456996,-0.005827444,-0.64544960,-0.54444825, 1.319294566, 2.017110448,-1.054166e+00, 0.224542382,-0.141888550
160R,-0.759271880, 0.575611637,-1.049605948, 1.642533298,-1.47277416,-0.2145113126,-0.02496723, 1.11122078, 0.95370955,-0.802761490,-0.345586687,-0.691225382,-1.003532223, 0.49361037,-0.58749504,-0.946300346, 0.568074139,-1.877756e-01,-0.120143652,-0.215951770
161R, 1.151112275, 0.910089747, 0.040439379, 1.783528036, 0.10455242,-0.5373605001,-0.16562185,-0.08663893,-0.70393488,-0.226671887, 0.530572324, 1.737155731,-0.423521962, 0.43126496,-1.11236860,-1.082908850, 0.489444198,-1.653241e-01,-0.436694487,-0.918402342
168R, 0.792072658, 1.433491423, 0.346502843,-0.686744507, 0.55977259, 0.9091681705,-0.26331530, 0.90310993, 0.93285223,-0.616005412,-1.270146909, 0.968700480, 0.947055670, 0.21296614, 0.67017392, 0.409513556, 0.247529789,-2.219325e-01, 1.497601674,-0.604474962
16R, 0.004827756,-0.725785110,-1.114490010, 0.260296609,-0.57299186,-0.9586116976, 0.67772146, 0.63112453, 1.47810621, 0.912956120, 0.364259552, 1.288532689,-2.216238964, 1.45516814, 0.70320119,-0.752516607, 1.520348694, 7.803125e-02,-1.700334556, 0.866683510
171R,-1.757359405,-1.399065605, 1.765090479,-0.594303143, 0.08740882, 0.4295374581,-1.48811043, 1.04618006, 0.09392912,-1.068128780, 0.363025788, 0.183413582,-0.917485637, 0.32437246, 0.32049754, 0.195651274,-0.753950492,-1.218644e+00,-0.739153713,-0.210415223
176R, 0.417107593,-0.556113915,-0.771632074, 0.470309243,-1.39909735, 0.6550491418,-0.71431602,-0.25315830,-1.12118414, 0.026954416, 0.272108043, 0.965523624,-3.515386350, 0.94424556,-0.65278988, 0.792971446, 0.065503929,-2.987149e-01, 0.543722159, 0.901862037
17R,-1.265391435, 2.053654464,-1.734087658, 2.246070364, 1.94437995, 1.0214601573,-1.61157624, 1.13217298,-0.35511236,-0.934011391,-0.959714059, 1.774313595, 0.904829853, 1.08404160, 0.46261984, 0.813829660, 0.083447538, 6.568971e-01, 0.209755278,-0.253945613
184R,-0.595535429, 2.168630407,-1.933547431,-0.853570988,-1.27073790, 2.0092283757, 0.75989830, 0.79212417,-0.45255479,-0.390106500, 1.795471902,-0.555078548, 1.103891839,-1.82383137, 0.35961440, 0.683715774, 1.723797236, 9.605007e-01,-0.197739514,-0.595017894
185R, 1.247334211, 0.803162608, 0.393595866, 0.927549433,-0.62568140,-0.3816942409, 0.13499197,-0.55286282,-1.90369510, 1.699622718, 1.826418604, 0.398540005,-0.519109008, 0.27655973, 0.86800939,-0.389136092,-0.004640380,-1.907545e+00, 1.661431617, 0.047734380
188R,-1.884925909,-1.205331058, 1.105300919,-1.221713415,-0.48493053,-0.0071844209,-0.40193056, 0.20000263,-0.62689807,-1.563999835,-1.556169484, 0.139921786, 1.410790094,-0.74811784, 0.38964183,-0.368794148,-2.216555429, 3.507354e-01, 0.567489680,-0.705747320
189R, 0.380376162, 0.586766004,-0.493625112, 1.010194262,-2.32616103, 0.3089265080, 0.05263045, 1.63492627,-1.13735279,-0.104795388, 0.201040198,-0.173088371,-1.285067552, 1.27002196, 0.32528142, 1.935286813, 0.470106576,-5.296028e-01,-0.065641592, 0.874820024
18R,-1.698578342,-0.007216913, 0.307158847,-1.577680408, 0.01424440, 0.0840508598,-1.83521389, 0.84820122, 0.97746385,-0.305012544,-1.397727491, 0.308737456, 1.720762226,-0.26241888,-0.55862130,-0.274205680, 2.433054685, 7.293771e-02, 0.462688068, 0.872916132
19R,-0.276912748, 1.716118000, 0.623763031,-1.105131033,-0.28649947,-0.5057767228, 1.40488279,-0.04906519,-0.22802383,-0.196825206,-1.379957299,-0.986768947, 0.834714074, 0.76695219, 0.06237972, 2.331081456, 0.104636574, 1.304307e+00, 1.260671527,-0.243020994
200R, 0.412594330, 1.110569834, 0.324963118,-0.705662534,-0.28620651, 0.6211409474, 0.15727834,-1.32993158,-1.58273852,-0.811977585,-0.661381507,-1.098532616, 0.235615707, 1.08814717,-1.26881065,-0.735327567,-1.690528294,-7.200770e-01,-0.423914297,-1.787556609
203R, 0.396368057,-0.917031395, 0.604646992, 0.010123852,-0.86380379,-0.5670051493, 0.47003449,-1.42760753, 1.69352706,-0.560288356,-0.838866672, 0.054709962,-2.519056328, 0.33436774, 0.17503081, 0.574790735,-1.263598271, 2.680812e-01,-0.038228580, 0.052439113
204R,-1.787417935, 1.501491026,-0.648001481, 0.880026280,-0.36562477,-0.5646553085, 1.25856655, 0.19527981, 1.43962626, 0.371054751, 0.153260229,-0.636742810, 2.727561458,-0.89551092, 0.82295650, 0.462086222, 0.975953880, 1.044581e+00, 0.885165609,-0.405380398
207R,-0.367609061, 0.114841430,-1.401268525,-0.997470716,-0.30269548,-1.3501525907, 1.24287987, 0.34429340,-0.43220366,-0.798131314, 0.970817349,-0.104389084, 0.996422817, 1.46135010, 0.38984009,-0.657806170,-0.093649093, 1.228669e+00,-0.960132276, 2.049403007
208R, 1.369189615, 0.745162262,-1.214661287,-0.820008559, 0.66486904, 0.7117163030,-0.18185637,-0.97474975, 0.50105871, 1.614770249,-2.450384985,-0.577849037,-1.158227088, 2.56377881, 0.46290350,-0.914736517, 0.119903227, 2.612315e-01,-0.585969689, 0.479938594
210R, 0.427146026, 1.335738431,-0.333519855, 2.067605200,-1.40237376,-0.1460860533,-0.97111879,-0.52127902,-0.17096632, 1.143922444, 1.390954806,-0.043355387, 0.287352947, 0.96925134, 0.22726948, 0.073487593,-1.202034549,-5.371214e-01, 0.676507540,-0.587051702
211R,-0.738911473,-0.634060512, 0.366785858, 0.649167899, 1.36153192, 2.3406004638, 0.62683687,-1.43870558,-1.33074020,-1.576940395, 0.625049255, 0.046686310, 0.042927866,-0.09864783, 0.92411042, 1.268667293,-1.630107920,-4.580663e-01,-0.027156682,-0.003906749
213R,-0.244996485, 1.241797292,-0.544394709, 0.935662427, 1.28108246,-0.9735914131, 0.87361241,-0.11085086,-1.68507932,-0.856455817, 0.687609196,-0.563179282, 0.215492636, 0.80427337, 0.62865628,-0.470792346,-0.544692134,-2.503117e-01,-1.304777894,-1.325328465
214R, 1.079904429, 0.506883354, 1.018932818, 1.052969085, 0.86691511, 1.7759257289, 0.51007179, 0.70529266,-0.99866217,-0.330458996,-0.349090856,-0.464012508,-0.403805636,-0.33075934,-0.53199027,-1.230466257,-0.481875493, 7.825478e-01,-0.379074218, 0.108305862
215R,-0.429592964,-0.153099264, 1.322229992, 0.239837323, 0.29423135, 0.1543078852, 0.11453392,-0.16747383, 0.88048078,-1.338465918, 0.175341863,-0.907417308, 0.149197895, 0.38677358, 1.08589411, 0.834023029, 0.104051148, 2.177368e+00, 1.432191806, 1.769402668
216R,-1.853273544, 0.481893012,-0.983177456,-0.491133646,-1.10153730,-0.5113243046, 0.77269794,-0.52976273,-0.51121104,-0.051778275,-0.880698145, 0.859441461, 0.167638227, 1.08390549, 2.09328073,-1.954558458,-1.041833867,-1.561314e+00,-0.291520611, 0.208456128
219R,-0.936581560,-0.356819344,-0.389138789,-1.583186977,-1.09937949, 0.2097022471,-1.12467227, 0.81200925, 0.57294015, 0.641974349,-0.189987406,-1.127129065,-1.306083032, 1.33820991,-0.86526091,-1.027473172, 1.312086284, 4.173849e-01,-2.513583542, 0.846461453
21R,-0.371432623,-1.232146269, 1.118041812,-0.323546268,-0.03595909,-1.4847367639, 1.33915430,-0.20208022, 1.69420068,-0.958034552,-0.612322551, 1.540254160, 1.058125636, 0.40725898, 0.13956698, 1.709038516, 0.582287251, 2.489441e-01,-1.177005239, 0.394848975
220R, 1.709035900,-0.543359673, 0.909766921,-0.645136018, 0.21918864,-0.8731751961, 1.42862494,-1.24886421, 0.54298967, 1.042617351,-0.044663424,-0.145338661, 1.754129311, 1.74123295, 0.44198888, 0.100410388,-0.125270833, 1.203842e+00,-0.403375483, 1.049176605
223R, 0.479856682, 0.067114409,-0.264662734, 0.357528756,-0.36435744, 0.3865604435, 1.41335779,-0.51389272,-0.04659330,-1.659804477, 1.268005607, 0.996062568,-0.347451126, 1.52010482,-0.21457073,-0.364278929, 1.530683570,-1.969146e-01, 0.665443296, 1.667200446
225R,-0.643665955,-1.959483721,-1.539674420,-1.638550429,-0.42769040,-1.1005420058,-0.66171393,-0.79943902, 0.81581070,-0.205136139, 1.181002385,-0.935825092,-0.143138648,-0.07530320,-1.56592946, 1.516571999,-0.107619109,-1.569884e+00,-0.609311076,-0.739503953
229R, 1.309393028, 0.388482542, 0.658670773, 0.324736956,-0.34632083, 0.2829176826,-0.59094262,-0.21844475,-0.19464778, 1.222325642,-1.550104646,-0.691829137, 1.454494389, 0.79898082,-1.48592378,-1.435684034, 0.016382319,-5.986041e-01, 0.389368220, 1.278823732
231R,-0.601624131,-1.426888565,-0.011216355, 0.866029182, 0.63764377,-1.5334748973,-0.46373396,-1.79334878, 0.79668645,-0.553491723,-0.581279050, 0.005775114, 1.383268050,-0.34438156, 0.15822024, 0.024406431,-0.345035816, 4.455825e-02, 1.240125447, 0.433359230
234R, 0.500928708, 0.372535302,-0.207435710,-0.243494586,-1.48623517, 1.6244679818, 0.88364810,-0.40064723,-0.79378731, 0.962035430,-1.292717600,-0.992953690, 0.211583136,-2.40861380,-0.34076098,-0.603373506,-0.504288110,-1.583404e-01, 1.324929645, 0.239835475
239R,-0.753978893, 1.433979568,-0.192372312,-0.525110167,-0.89101334, 0.0076934828, 0.33810308, 0.21002666, 0.86277768,-0.524893458, 0.932294541, 0.030272816,-0.685709831, 0.45940272,-0.32558972,-1.367138359, 0.596055082, 9.483976e-01,-1.315966883,-2.312821212
241R,-0.424334117,-0.837638819,-1.098093046, 1.263447879,-1.49744083,-0.0317623751,-0.82604951,-0.28651225, 0.05350141,-1.139951536, 0.235304937, 1.302923499,-1.379525286,-2.89684486,-0.93923490, 1.094351897, 1.521739454, 1.202274e+00, 0.988303726, 0.896345206
245R, 0.909875468, 0.614166720,-0.502097222,-0.998222434, 0.80140906,-0.1094989248, 0.02038277, 0.19579347,-0.07154743,-0.365418117,-0.103135891, 0.608240192,-1.108942423,-0.84602204,-1.02112816, 0.126014490, 0.271506951, 3.326619e-01,-0.534289704,-0.146204143
24R,-1.580238346,-0.090424456, 0.572555302,-0.889846712,-0.81726464,-1.6356121107,-0.27003738, 0.58886040, 1.02938022,-0.656123953, 0.835600493,-0.846020640, 0.429200034,-0.42801157,-0.21666112,-1.071061661, 1.666177201,-1.070437e+00, 0.465160912,-0.753182661
250R, 0.394291798,-2.909522523,-0.277942786, 2.162392664,-0.68851794,-0.5501510384,-0.27858312,-0.01776284, 1.30863902, 1.111977980, 0.905514660, 1.177205972,-0.561409628,-0.33993448, 0.75708207, 1.245298735, 1.106175780,-4.393070e-01, 1.699399932, 0.950259456
262R,-1.642088912, 0.439940341,-0.858493324, 0.597299808,-0.45334660, 1.5133467159, 0.69185821, 0.14031900, 0.12161672, 0.945361188, 0.862670732, 0.046397820, 0.685483705, 0.25907742, 0.40277514,-1.542720502,-1.052137112, 6.427821e-01,-0.564613542,-0.769038259
266R,-0.449494714, 0.037984925,-0.778756728,-0.845667115, 1.33242520, 0.0749776155,-1.12985641,-0.48692449, 0.67911897, 1.246452034,-0.522976992,-0.327868930, 2.554376021,-0.13970373, 1.02354627, 0.303118992, 2.055120835,-5.665083e-01,-0.847986604, 0.650516261
26R, 1.515297743,-1.366545983,-0.454487092, 0.085287454,-2.73037685,-0.8181513754, 1.11715806, 0.23021468, 0.88249031, 0.001830879, 0.529138224,-1.332002882,-0.433894221, 0.84488759,-0.69010140,-0.403975365, 1.146588900,-1.182202e+00, 0.581532053, 1.118181603
273R,-0.303366987,-0.003244063, 0.663859189, 0.642962546, 2.23249250, 0.3436568365,-1.27786289,-0.66500620, 0.45226791, 0.678020940,-0.584155249,-0.347123071,-0.140949896, 1.33806488, 0.69135408,-0.941155612,-0.738460040, 5.706441e-01, 0.960625632,-0.922173953
275R,-1.169462023, 0.074995381, 0.273623036,-0.422657330, 0.43346844, 0.1408639527, 2.33194984, 0.98690132,-0.88697247,-0.743351298, 1.066103228, 0.546368011,-0.698671803, 0.52088585, 0.67691146,-1.687382696, 0.253728380, 1.198732e+00, 1.837141745, 0.351643360
286R,-0.404143818, 0.099111646, 1.407201346,-0.931341199,-1.00192093,-0.7963989156,-1.00932508, 0.91814323, 0.02362657, 1.587258318,-0.189557211,-0.793199186, 0.500538379,-0.29273153,-0.26061738,-0.453506242,-0.545203484,-1.523679e+00,-0.388238941, 0.284863012
28R, 1.423393928,-1.555922523,-0.377832383, 1.090776079, 0.97781218,-0.5513294194,-0.58480425, 0.48308943, 1.08559956, 1.262958757,-0.418640427, 0.920962505,-0.680577412,-0.02512679,-1.18443905,-0.649155624, 0.003558434, 2.070498e-01, 1.695950519, 1.849283416
295R, 1.045101280,-1.122101880,-1.073622793,-0.070643796, 0.36126843, 1.2360827075,-0.27167638,-0.21165587, 0.45408938, 1.419181007,-0.466460550,-0.412178350,-2.886195704,-0.46860060,-0.28917452,-0.523138015,-0.103332322, 5.014213e-01,-0.424622314,-1.887617107
2R,-2.412118833,-1.629610467,-1.177168906, 0.500873556,-0.14469731,-2.0404439540,-0.35416481, 0.80151326,-0.09566061,-0.099044008,-0.918774016, 0.003979586, 0.057934643,-0.90173745, 1.68952131, 3.068478849,-1.298441237, 9.287085e-01, 2.516723929, 2.431885530
300R, 2.870133317, 0.083948856, 0.493463221, 0.296429782,-0.92111136, 0.7411548476, 1.49783421,-0.51821785, 1.79538598,-0.112334557,-1.066308047, 0.051104734, 1.736358739,-1.04595487, 0.45793461, 0.165845665,-0.971493432,-4.302938e-01, 0.390675888,-1.312047519
302R,-0.317925799, 0.426862243,-1.614036501,-0.555729059,-0.80766905,-0.1525943491,-1.00645096, 0.41839159, 1.66464753,-0.748015495, 0.276175553,-0.436320692, 1.424590778, 1.05035730, 0.29812340,-0.223313126, 0.841130084, 1.376231e+00,-1.675036294, 0.207886756
305R,-0.512236444,-0.924969029, 1.336978431, 0.467868010, 0.76437050,-1.6954503101, 2.09644402, 0.45546414, 0.70739755,-0.451751392, 0.227360831,-1.834086184,-1.087147176, 0.66724391,-1.22565308, 0.154222069,-0.301578623,-6.778011e-01,-0.901272624, 0.471173812
309R,-0.139312343,-0.526015476,-2.680392546,-0.055244249, 0.59682647,-0.7239413196,-1.08512789,-0.03621103,-1.37910938, 0.207232198, 1.918198450, 1.255434428, 0.285127787,-0.51466455, 0.45593304, 0.986809457,-2.225729325, 5.113023e-01, 1.084471933, 1.442925097
30R,-0.914841445, 0.388051111, 0.665228966, 1.475478431, 0.47797243,-0.0800404794,-0.92871046,-0.36824922,-0.73714008, 0.058764121, 1.688543304,-0.345594232,-0.185314570, 1.03621454,-0.88925899, 0.680580477, 0.302422373,-1.324637e-01, 0.337466789, 1.132297225
310R, 0.388080867,-1.595769109, 1.232481331,-1.611858986, 1.02924269, 0.8250370284, 1.81777754, 0.80996285, 0.40063044,-0.281864541, 1.535519808, 1.063822731, 0.133650148,-0.74925607,-0.16008975, 0.987176826, 1.214388309, 1.104161e-02, 0.542763109, 0.113371542
313R,-0.560142722,-0.199288890,-0.582090234,-1.368337031,-1.26173921,-0.5092332455,-2.28177524, 0.48192229, 0.40479157, 0.432170176,-0.997510001, 1.581791397, 1.270098098, 1.37621373, 1.31563612, 0.640178081, 2.029651222,-1.602674e+00,-0.255551863,-0.156348129
318R,-3.799685728,-0.558122797,-0.138571313, 0.342411741, 0.88934468, 0.7925647052,-0.17626503,-0.20253143, 0.43679817, 1.152556047,-0.522749911, 0.009670382,-0.099529023,-0.87855679, 0.23967860, 0.171100846,-0.441309858, 1.521139e+00,-1.105311076, 0.944987780
319R,-0.095181514,-0.602230729, 2.070023284,-0.075734398,-0.42414081,-0.3444750831,-1.14758139,-0.31431770, 0.36349715,-0.709300191,-0.551043308,-1.116546402,-0.118513199,-0.02836508,-0.72759127,-0.976759171,-0.208311549, 3.712795e-01,-1.571388435, 0.369560700
31R,-0.232544381,-0.572249298,-0.534697044,-0.883267434,-1.07498339, 2.3745077936, 0.43209367,-0.24491124, 2.17984194,-0.013537333, 0.744098295,-1.591317036, 0.352521141, 0.64197621, 0.02130927,-0.136811761, 0.956364304,-4.408067e-01,-0.115942584,-0.358821756
327R,-1.577144885, 0.052236778, 0.273004358,-1.247561713, 0.19546676, 1.2454830283,-0.05879809,-0.08495944,-0.07785880,-0.857613253,-1.000951682, 1.007139160,-0.847030889, 0.21790722, 0.77904982,-1.464309009, 1.972074651,-9.381975e-01,-0.106246794, 0.011389559
328R, 1.496158997,-0.899059804, 0.757885181,-0.855105903, 2.75154563,-0.6879991148,-0.70117053,-0.53932923,-0.38878208,-0.591117466, 0.493534026, 1.047885662,-0.615351612,-0.86512200,-0.20680368, 0.996477896,-0.358516868,-3.953367e-01, 1.807753946, 1.422155727
329R,-0.853506757, 1.318631847, 0.257447816, 0.533484971,-0.02387426,-0.5905567250, 0.62743312, 0.47339144,-0.25537638, 0.518878887,-1.299741814,-1.402510588,-0.402967104, 0.29506662, 0.17630776,-0.195288657,-1.729872365, 8.072597e-01,-0.172491618, 0.479825197
330R, 0.481696361, 0.828080768, 0.290435300, 1.134080930,-0.51492258, 0.8763628193,-0.97143370, 0.18622727,-0.07623283, 0.944039370,-0.712228000,-1.372781271, 0.056733401,-0.40637339, 0.03150605, 0.580839106, 0.955425514, 8.746780e-01,-0.005481148,-1.490409914
334R,-1.452190574,-0.647914643, 1.439124851, 0.352470729,-1.15089454, 0.3122471311, 0.53619475, 1.19282901, 0.47217837, 0.281667291,-0.413954163,-0.829744068, 0.914965783, 0.38850233,-1.05891355,-0.314245339,-2.839115940, 5.749585e-01, 1.236972013, 1.430025088
337R,-0.128715638, 0.176389475,-0.357507549,-0.836979172,-3.29606049,-1.2874832405, 0.96197807,-0.84450846, 0.64548602, 0.084706625,-0.500152802, 1.266307535, 1.106174587, 0.49920316, 0.83690502, 0.124570222, 1.643558683, 7.147009e-01,-0.497585466,-0.212125108
339R, 0.339224069,-1.769305914,-0.682993722, 3.016719115,-0.94224418,-1.0702997915,-0.91097979,-0.14689124, 0.76325803,-0.425168126,-0.262541831,-0.483300756,-1.144341794,-0.86776956, 0.02244924,-0.529628112,-0.831933362,-9.603234e-01,-0.807705922, 0.138656898
340R,-2.519574711,-0.019558788, 0.785178394,-1.796024435, 0.48932030, 0.9093761134, 1.81879999, 0.93997925, 0.86881013, 0.515520975, 1.418625638,-0.972012070, 0.714006689, 0.72790819, 0.41040402, 0.656896302,-0.149321282, 9.387206e-01, 0.116810058,-0.326730942
344R, 1.158042813,-0.722048972,-0.291389048,-0.436918716, 2.73402127,-0.2453296164, 0.57745868,-1.04540535, 0.58011694,-1.462592478, 0.770634481, 0.424672814, 0.435820231,-0.51015469,-0.06248163,-1.031599353,-0.467227904,-7.387477e-01,-0.428913306,-0.207273299
348R, 1.609280410, 1.009989362,-1.611283052, 1.942725094, 0.89305933, 0.5723773679,-1.55631945, 0.36222860,-1.33893310, 1.991038431, 1.096116906, 0.224097393,-0.875076879,-0.76379807,-0.15997309, 0.080216295,-0.066994911, 8.158318e-01,-0.127598603, 0.192822542
350R,-1.335519562,-1.457209041,-0.177385401, 1.260727543,-0.43877271, 0.5597328456, 0.16664949, 0.35275826, 0.74277782, 0.597820079,-0.027761380, 0.316690875,-1.338607200,-0.19585295,-1.63956412, 0.008012161,-0.781819833,-1.826441e+00, 1.205771820,-0.558583796
352R,-0.942576439,-0.534705181, 1.905960179, 1.495843383, 0.03694820, 0.3328712802, 1.59284942, 0.16172600, 0.21614750,-0.095560429, 0.789409717, 0.025729527, 0.606528520, 0.78218849, 1.16256266, 1.605800055, 1.119986161, 7.850078e-02,-1.122281477,-0.468080099
353R, 2.631659646, 0.205522302,-1.781489968, 0.786482858, 0.24478669, 0.4929743785, 0.85448305, 1.91840861, 0.55614445,-0.977697531,-0.820643443, 0.961267278, 0.010176611,-0.06738240, 1.47121461, 0.574624148,-0.865084677,-9.630153e-01,-0.855688427,-1.344118192
354R, 0.216550331,-1.645944501, 2.022886835,-0.670858533, 1.12014620, 1.2743345075, 0.59869650,-0.06025057, 1.25464541, 1.452021062,-0.006259290, 0.557205183, 0.338654181,-0.27981859, 1.42311524, 2.849370414,-0.110927403,-1.100477e+00, 1.888803371, 1.458009076
35R, 0.059306083, 0.963026821, 0.134841490,-0.850932338, 0.31072329,-0.5246763275,-0.69152205,-0.28749548, 0.73287924, 1.324478343, 0.850940831, 0.039156297, 0.651192711,-0.31802865,-0.96887144, 1.807284073,-0.301066575,-9.188177e-01, 0.100485916,-0.367236557
